id,age,salary,name,is_manager,label_probability
2.894145,31.147465,69698.94,Evan,False,1
2.841201,30.383364,70528.9,Alice,False,1
2.8090892,31.012772,69847.21,Danielle,False,1
2.8668785,30.1706,68729.47,Danielle,False,1
2.8536444,31.16805,68927.47,Danielle,False,1
2.8691697,30.46498,70215.1,Danielle,False,1
2.9560153,31.25606,68586.83,Danielle,False,1
2.8760302,31.46714,70095.52,Danielle,False,1
2.9780352,31.002577,69453.984,Danielle,False,1
3.076864,30.3553,70803.945,Danielle,True,1
2.8214731,30.854813,70248.96,Danielle,True,1
2.9249346,31.553743,70122.74,Danielle,False,1
2.927179,31.123991,70933.336,Charlie,False,1
2.8389938,30.99744,67974.766,Danielle,True,1
2.8697224,30.798723,69380.41,Danielle,False,1
2.9874313,31.592499,70867.336,Danielle,False,1
2.8315043,30.034595,70393.62,Danielle,False,1
2.8901415,31.15795,69844.84,Danielle,False,1
2.914477,30.977377,67760.24,Alice,True,1
2.848387,30.596844,69541.7,Danielle,True,1
2.9802814,31.43938,69542.89,Danielle,False,1
2.8105397,31.254234,69549.21,Danielle,False,1
3.024199,31.632643,68271.336,Danielle,True,1
2.7936294,31.208136,70290.04,Danielle,True,1
2.9210675,31.708712,67639.65,Danielle,True,1
2.5624695,30.667793,70992.4,Danielle,False,1
2.85361,31.289608,68614.39,Danielle,False,1
2.9599192,31.254324,70082.234,Danielle,False,1
2.9218497,30.718376,70872.414,Danielle,True,1
2.7969582,31.27149,68312.734,Danielle,True,1
2.83703,31.172943,70620.33,Danielle,False,1
3.0305712,30.602331,70843.05,Danielle,True,1
2.835855,30.829405,71513.79,Danielle,False,1
2.854103,30.842772,69799.234,Danielle,False,1
2.8851695,30.742025,68367.83,Danielle,False,1
2.9747307,31.620768,67037.67,Danielle,True,1
2.7819033,30.493483,69974.79,Danielle,False,1
3.0855055,31.177162,68940.305,Charlie,True,1
2.7635257,31.266264,67829.82,Danielle,False,1
2.9827013,31.817501,68990.45,Evan,False,1
2.753434,30.500406,68564.914,Danielle,False,1
2.8188882,30.844536,70415.22,Danielle,False,1
2.606625,31.383528,68832.945,Danielle,False,1
2.9104908,30.997076,70782.74,Danielle,False,1
2.9469655,30.878613,68509.78,Evan,True,1
2.8827074,31.369133,69058.29,Danielle,True,1
2.7002053,32.34563,69857.43,Alice,False,1
2.7827888,30.959484,70494.27,Alice,True,1
2.9897897,31.109682,69164.84,Danielle,True,1
2.8284323,31.853987,68923.83,Alice,False,1
2.9115922,31.587471,69399.875,Danielle,False,1
2.958822,31.04546,70242.16,Danielle,False,1
2.7340753,30.977919,68693.016,Bob,False,1
2.9628751,31.286745,67683.32,Alice,False,1
2.9315634,31.51885,69598.11,Danielle,False,1
3.0073519,31.270483,68965.74,Danielle,False,1
3.057414,31.526016,68394.68,Evan,True,1
2.771805,32.258038,66418.53,Alice,False,1
2.8258548,30.50211,71113.3,Danielle,False,1
2.9796813,32.3821,65938.13,Alice,False,1
2.8825896,32.116207,68511.836,Danielle,False,1
2.8641355,31.34647,69973.92,Danielle,False,1
2.9919136,30.377806,70209.56,Danielle,False,1
2.9184844,31.00766,70925.68,Danielle,False,1
2.7432716,30.9986,69214.82,Danielle,False,1
2.8144627,31.357403,70106.67,Danielle,False,1
2.9830236,30.892298,69516.27,Danielle,False,1
2.8236523,31.061028,69459.59,Danielle,False,1
3.0013733,31.68989,68237.82,Alice,False,1
2.749916,31.697767,70144.555,Danielle,False,1
2.829433,31.201008,68849.516,Evan,False,1
2.8809252,31.60289,68963.07,Danielle,True,1
2.8710897,31.29534,71145.21,Danielle,False,1
3.0372355,30.570217,70471.63,Danielle,True,1
2.8085706,30.502478,68003.88,Danielle,False,1
3.0409553,30.927584,69668.55,Danielle,False,1
2.8538752,31.57629,68502.13,Danielle,False,1
2.9260178,31.43814,70819.38,Danielle,False,1
2.7979548,30.08666,69164.13,Bob,False,1
3.0983508,31.903467,66205.97,Alice,False,1
2.9982271,30.936907,70392.86,Danielle,False,1
2.7680886,31.266603,71377.12,Bob,False,1
2.5937147,31.899454,64486.508,Alice,True,1
2.8693101,31.149832,68600.77,Evan,True,1
2.7470067,31.040588,70744.67,Danielle,False,1
2.9373295,31.009285,67127.52,Alice,False,1
3.059703,30.508747,72083.26,Charlie,True,1
2.8401985,30.869938,69630.766,Danielle,False,1
3.0084715,30.888624,70242.336,Danielle,True,1
2.8679512,30.474438,70313.93,Alice,True,1
2.9193773,31.243221,69594.55,Danielle,False,1
2.8348897,30.866007,69819.78,Evan,False,1
2.9087157,30.831884,70199.52,Danielle,False,1
2.905573,30.326826,70162.34,Danielle,True,1
2.984102,30.958252,70222.305,Charlie,True,1
2.8682919,30.624376,70864.664,Danielle,False,1
2.9022202,31.491596,69451.03,Danielle,False,1
2.7910316,31.237795,69246.81,Bob,False,1
2.915413,31.438381,70378.48,Danielle,False,1
2.8204615,31.025366,69558.805,Danielle,False,1
