id,age,name,is_manager,salary
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
,,Alice,False,1
